name,id,co2e,energy,avg_ci,realtime,cpu_model,cpu_count,cpu_powerdraw,cpu_usage,memory,memory_powerdraw
proc (1),1,3.921793079600296,0.08533605135513889,12.0|12.0|12.0|12.0|12.0|157.0|157.0,1956080,Intel(R) Xeon(R) Gold 6426Y,1,None,607.0,1397592064.0,None
