name,id,co2e,energy,avg_ci,realtime,cpu_model,cpu_count,cpu_powerdraw,cpu_usage,memory,memory_powerdraw
proc (1),1,13.906721043463218,0.01750202758965857,103.0|103.0|105.0|967.0|978.0|982.0|982.0|983.0|984.0|983.0|990.0,3042260,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz,1,None,909.0,5807230976.0,None
