name,id,co2e,energy,avg_ci,realtime,cpu_model,cpu_count,cpu_powerdraw,cpu_usage,memory,memory_powerdraw
proc (1),1,30.39349428242886,0.09481103748673494,780.0|780.0|780.0|780.0|780.0|12.0|12.0|12.0|12.0|12.0|12.0|12.0|12.0,3757871,Intel(R) Xeon(R) Gold 6426Y,1,None,636.0,1571823616.0,None
