name,id,co2e,energy,avg_ci,realtime,cpu_model,cpu_count,cpu_powerdraw,cpu_usage,memory,memory_powerdraw
proc (1),1,30.358458870770832,0.09488659317610822,780.0|780.0|780.0|780.0|780.0|12.0|12.0|12.0|12.0|12.0|12.0|12.0|12.0,3762758,Intel(R) Xeon(R) Gold 6426Y,1,None,635.0,1396092928.0,None
