name,id,co2e,energy,avg_ci,realtime,cpu_model,cpu_count,cpu_powerdraw,cpu_usage,memory,memory_powerdraw
proc (1),1,50.52590549137519,0.10452620061798149,780.0|780.0|780.0|780.0|780.0|12.0|12.0|12.0|12.0,2452267,Intel(R) Xeon(R) Gold 6426Y,1,None,617.0,1405403136.0,None
