rangeland-3~04-00-00.csv,2895.944360631876
rangeland-3~03-23-00.csv,2944.4774409349357
rangeland-3~03-22-00.csv,2994.578267471158
rangeland-3~03-21-00.csv,3027.629173608807
rangeland-3~03-20-00.csv,3059.896393651947
rangeland-3~03-19-00.csv,3054.8396286569696
rangeland-3~03-18-00.csv,2995.3039906660915
rangeland-3~03-17-00.csv,2871.4213646890503
rangeland-3~03-16-00.csv,2691.204347464722
rangeland-3~03-15-00.csv,2512.83026954462
rangeland-3~03-14-00.csv,2362.5088978820236
rangeland-3~03-13-00.csv,2224.832295983565
rangeland-3~03-12-00.csv,2116.6563167078216
rangeland-3~03-11-00.csv,2069.3674085255734
rangeland-3~03-10-00.csv,2106.9935744366585
rangeland-3~03-09-00.csv,2215.6883794603505
rangeland-3~03-08-00.csv,2354.2251084743643
rangeland-3~03-07-00.csv,2524.9948867003295
rangeland-3~03-06-00.csv,2710.662450007389
rangeland-3~03-05-00.csv,2892.8464297347145
rangeland-3~03-04-00.csv,3025.265364949971
rangeland-3~03-03-00.csv,3093.738417650518
rangeland-3~03-02-00.csv,3141.979664256292
rangeland-3~03-01-00.csv,3155.9330647955635
rangeland-3~03-00-00.csv,3144.147825228244
rangeland-3~02-23-00.csv,3145.3912744712134
rangeland-3~02-22-00.csv,3184.3636091472204
rangeland-3~02-21-00.csv,3246.9335501919036
rangeland-3~02-20-00.csv,3272.9809078328835
rangeland-3~02-19-00.csv,3266.575331834385
rangeland-3~02-18-00.csv,3218.30992793266
rangeland-3~02-17-00.csv,3136.275646600832
rangeland-3~02-16-00.csv,3024.884276192992
rangeland-3~02-15-00.csv,2870.4450612333835
rangeland-3~02-14-00.csv,2701.6535203872872
rangeland-3~02-13-00.csv,2561.5651296817787
rangeland-3~02-12-00.csv,2458.926653113651
rangeland-3~02-11-00.csv,2414.6666089580954
rangeland-3~02-10-00.csv,2456.6619967619836
rangeland-3~02-09-00.csv,2559.928943498705
rangeland-3~02-08-00.csv,2708.693020610085
rangeland-3~02-07-00.csv,2879.0298637868923
rangeland-3~02-06-00.csv,3020.4403896397143
rangeland-3~02-05-00.csv,3152.915809895446
rangeland-3~02-04-00.csv,3246.29718426597
rangeland-3~02-03-00.csv,3272.5750174187738
rangeland-3~02-02-00.csv,3261.3662110747214
rangeland-3~02-01-00.csv,3208.99003970682
