rangeland-1~01-00-00.csv,9642.446825647767
rangeland-1~00-23-00.csv,9618.322164845564
rangeland-1~00-22-00.csv,9652.900640669715
rangeland-1~00-21-00.csv,9652.945126567542
rangeland-1~00-20-00.csv,9670.946265131453
rangeland-1~00-19-00.csv,9675.159001176222
rangeland-1~00-18-00.csv,9655.866400837984
rangeland-1~00-17-00.csv,9622.93413749883
rangeland-1~00-16-00.csv,9644.527894854413
rangeland-1~00-15-00.csv,9704.840023545728
rangeland-1~00-14-00.csv,9841.50267030992
rangeland-1~00-13-00.csv,9940.157456840927
rangeland-1~00-12-00.csv,10056.615954591196
rangeland-1~00-11-00.csv,10191.365290590862
rangeland-1~00-10-00.csv,10285.213495622933
rangeland-1~00-09-00.csv,10369.70933290274
rangeland-1~00-08-00.csv,10477.17742221456
rangeland-1~00-07-00.csv,10420.816339960485
rangeland-1~00-06-00.csv,10319.24869674341
rangeland-1~00-05-00.csv,10147.573749427898
rangeland-1~00-04-00.csv,10007.485268385895
rangeland-1~00-03-00.csv,9951.07706401319
rangeland-1~00-02-00.csv,9967.480943381262
rangeland-1~00-01-00.csv,9885.528874009417
rangeland-1.csv,9822.141923089068
rangeland-1~00-01-00.csv,9885.528874009417
rangeland-1~00-02-00.csv,9967.480943381262
rangeland-1~00-03-00.csv,9951.07706401319
rangeland-1~00-04-00.csv,10007.485268385895
rangeland-1~00-05-00.csv,10147.573749427898
rangeland-1~00-06-00.csv,10319.24869674341
rangeland-1~00-07-00.csv,10420.816339960485
rangeland-1~00-08-00.csv,10477.17742221456
rangeland-1~00-09-00.csv,10369.70933290274
rangeland-1~00-10-00.csv,10285.213495622933
rangeland-1~00-11-00.csv,10191.365290590862
rangeland-1~00-12-00.csv,10056.615954591196
rangeland-1~00-13-00.csv,9940.157456840927
rangeland-1~00-14-00.csv,9841.50267030992
rangeland-1~00-15-00.csv,9704.840023545728
rangeland-1~00-16-00.csv,9644.527894854413
rangeland-1~00-17-00.csv,9622.93413749883
rangeland-1~00-18-00.csv,9655.866400837984
rangeland-1~00-19-00.csv,9675.159001176222
rangeland-1~00-20-00.csv,9670.946265131453
rangeland-1~00-21-00.csv,9652.945126567542
rangeland-1~00-22-00.csv,9652.900640669715
rangeland-1~00-23-00.csv,9618.322164845564
rangeland-1~01-00-00.csv,9642.446825647767
